---
Bogennummer: '44911'
Ort: Birrhard
Sprache: Deutsch
Bogentyp: ''
Erhebung: ''
Transliterationsprojekt: CS Schweiz
Transliterent: 08086067-d20c-4222-8004-5d9d13c3cb90
Anmerkungen: ''
Erstelldatum: '2018-09-10 14:18:50.804646'
...
WS1	Im Wenter flüüge die trochne Bletter i der Loft ome. 
WS2	Es hört glii uf schneie, denn werd s'Wätter weder besser.
WS3	Tue Chole i ofe, dass d'Melch glii afoht süüde.
WS4	De guet alt Maa esch met em Ross durs Iis broche und is chalt Wasser gfalle.
WS5	Er esch vor vier oder sächs Woche gschtorbe.
WS6	S'Füür esch z'starch gsi, d'Chueche sind jo onde ganz schwarz brönnt!
WS7	Er esst d'Eier emmer oni Salz und Pfäffer.
